KIND OF MEDICINE,Item Name,MRP,Landing Cost,Batch No,Expiry Date,Current Stock,COMPANY,Sales Person,Sale Qty,Sale Rate
pcs,DENOCI INJ 60MG,15000.0,6075.0,M11512309F,2025-07-01,0,CIPLA.,,,
pcs,DENOCI INJ 60MG,15468.75,6378.75,M11512507A,2027-07-01,5,CIPLA.,,,
pcs,DENOCI INJ 60MG,15000.0,6804.0,M11512405I,2026-06-01,0,CIPLA.,,,
pcs,DENOCI INJ 60MG,16500.0,6804.0,M11512408E,2026-10-01,0,CIPLA.,,,
pcs,ELTROMAG 25 MG,489.5,258.01,4EC0387,2026-02-01,0,CIPLA.,,,
pcs,ELTROMAG 25 MG,489.5,317.87,5O30120,2027-03-01,3,CIPLA.,,,
pcs,ELTROMAG 50,890.0,567.61,4EC0334,2026-02-01,0,CIPLA.,,,
pcs,ELTROMAG 50,917.81,608.0,5O30122,2027-03-01,0,CIPLA.,,,
pcs,ELTROMAG 50,979.0,635.73,5O30124,2027-03-01,0,CIPLA.,,,
pcs,FEMPRO 2.5MG TAB,89.49,30.0,GJ30504,2026-08-01,0,CIPLA.,,,
pcs,FEMPRO 2.5MG TAB,85.35,32.13,5GJ0489,2028-08-01,50,CIPLA.,,,
pcs,FOR-IC,982.14,631.55,FRC02,2025-08-01,0,CIPLA.,,,
pcs,FOR-IC,982.14,631.55,FRC02,2027-06-30,16,CIPLA.,,,
pcs,GRANICIP 3ML INJ,83.85,40.49,C830087,2026-02-01,0,CIPLA.,,,
pcs,GRANICIP 3ML INJ,83.85,40.49,C830223,2026-05-01,0,CIPLA.,,,
pcs,GRANICIP 3ML INJ,92.23,40.49,4C80083,2027-01-01,0,CIPLA.,,,
pcs,GRANICIP 3ML INJ,95.1,42.51,5C80058,2028-02-01,0,CIPLA.,,,
pcs,GRANICIP 3ML INJ,101.45,45.35,4C80392,2027-10-01,0,CIPLA.,,,
pcs,IMATIB 100MG TAB,548.11,140.2,IMB231017,2025-09-01,0,CIPLA.,,,
pcs,IMATIB 100MG TAB,548.11,140.2,IMB240205,2025-01-01,0,CIPLA.,,,
pcs,IMATIB 100MG TAB,548.11,140.2,IMB240205,2026-01-01,0,CIPLA.,,,
pcs,IMATIB 100MG TAB,548.11,140.2,IMB241124,2026-10-01,0,CIPLA.,,,
pcs,IMATIB 100MG TAB,522.78,147.21,IMB250314,2027-02-01,0,CIPLA.,,,
pcs,IMATIB 100MG TAB,548.11,157.02,IMB241124,2026-10-01,0,CIPLA.,,,
pcs,IMATIB 100MG TAB,548.11,157.02,IMB241227,2026-11-01,0,CIPLA.,,,
pcs,IMATIB 100MG TAB,557.64,157.02,IMB250309,2027-02-01,0,CIPLA.,,,
pcs,IMATIB 100MG TAB,557.64,157.02,IMB250310,2027-02-01,0,CIPLA.,,,
pcs,IMATIB 100MG TAB,557.64,157.02,IMB250312,2027-02-01,0,CIPLA.,,,
pcs,IMATIB 400MG TAB,1906.52,405.0,IMA231032,2025-09-01,0,CIPLA.,,,
pcs,IMATIB 400MG TAB,1906.52,405.0,IMA240413,2026-03-01,0,CIPLA.,,,
pcs,IMATIB 400MG TAB,1906.52,405.0,IMA240715,2026-06-30,0,CIPLA.,,,
pcs,IMATIB 400MG TAB,1906.52,405.0,IMA241024,2026-09-01,0,CIPLA.,,,
pcs,IMATIB 400MG TAB,1906.52,405.0,IMA241128,2026-10-01,0,CIPLA.,,,
pcs,IMATIB 400MG TAB,1787.36,425.25,IMA241230,2026-11-01,0,CIPLA.,,,
pcs,IMATIB 400MG TAB,1787.36,425.25,IMA241233,2026-11-01,0,CIPLA.,,,
pcs,IMATIB 400MG TAB,1906.52,453.6,IMA241129,2026-10-01,0,CIPLA.,,,
pcs,IMATIB 400MG TAB,1906.52,453.6,IMA241241,2026-11-01,84,CIPLA.,,,
pcs,LENVATOL 10MG,4394.5,2250.0,PO230263B,2025-07-01,0,CIPLA.,,,
pcs,LENVATOL 10MG,4394.5,2520.0,PO250131A,2027-02-01,3,CIPLA.,,,
pcs,LENVATOL 10MG,4531.82,2598.75,PO250396A,2027-06-01,10,CIPLA.,,,
pcs,LENVATOL 4MG,1864.5,900.0,PO230395A,2025-09-01,0,CIPLA.,,,
pcs,LENVATOL 4MG,1864.5,900.0,PO240373A,2026-05-01,0,CIPLA.,,,
pcs,LENVATOL 4MG,1922.76,945.0,PO250467A,2027-09-01,28,CIPLA.,,,
pcs,LENVATOL 4MG,1864.5,1008.0,PO240702A,2026-10-01,0,CIPLA.,,,
pcs,LENVATOL 4MG,2050.95,1008.0,PO250399A,2027-06-01,0,CIPLA.,,,
TAB,OBPARB 150MG,2008.12,1304.45,5U50011,2027-06-01,0,CIPLA.,,,
TAB,OBPARB 150MG,2008.12,1304.45,5U50014,2027-08-01,21,CIPLA.,,,
TAB,OBPARB 150MG,2142.0,1391.41,5U50007,2027-05-01,0,CIPLA.,,,
pcs,ONCO BCG INJ,945.71,740.01,1134MA017,2026-06-01,0,CIPLA.,,,
pcs,ONCO BCG INJ,1040.28,787.18,1135MA009,2027-01-01,0,CIPLA.,,,
pcs,PICICLIB 100 MG,4650.0,2696.0,GJ30520,2025-08-01,0,CIPLA.,,,
pcs,PICICLIB 100 MG,5626.5,3653.62,5GJ0292,2027-04-01,3,CIPLA.,,,
pcs,PICICLIB 125 MG,5160.0,2992.0,GJ30295,2025-04-01,0,CIPLA.,,,
pcs,PICICLIB 125 MG,5676.0,3760.0,4GJ0692,2026-10-01,0,CIPLA.,,,
pcs,PICICLIB 125 MG,5853.37,3801.34,5GJ0256,2027-04-01,0,CIPLA.,,,
pcs,PICICLIB 125 MG,5853.37,3801.34,5GJ0441,2027-07-01,5,CIPLA.,,,
pcs,PICICLIB 125 MG,6243.6,4054.76,5GJ0256,2027-04-01,1,CIPLA.,,,
pcs,PROAPACI 60MG,32740.0,22144.9,PO230092A,2025-04-01,0,CIPLA.,,,
pcs,SORANIB 200 MG (120),10014.44,2887.5,SNA240204,2026-01-01,0,CIPLA.,,,
pcs,SORANIB 200 MG (120),10014.44,2887.5,SNA240505,2026-04-01,0,CIPLA.,,,
pcs,SORANIB 200 MG (120),10014.44,3822.0,SNA250901,2027-08-01,0,CIPLA.,,,
pcs,SORANIB 200 MG (30),2503.61,850.0,4GJ0222,2026-03-01,0,CIPLA.,,,
pcs,SORANIB 200 MG (30),2503.61,850.0,SNB240906,2026-08-01,0,CIPLA.,,,
pcs,SORANIB 200 MG (30),2503.61,850.0,SNB240912,2026-08-01,5,CIPLA.,,,
pcs,TEMOSIDE 100MG,3434.88,1345.5,TMB230702,2025-06-01,0,CIPLA.,,,
pcs,TEMOSIDE 20 MG,655.15,295.0,TMA250404,2027-03-01,0,CIPLA.,,,
pcs,TEMOSIDE 20 MG,655.15,360.29,TMA250402,2027-03-01,0,CIPLA.,,,
pcs,TEMOSIDE 20 MG,698.83,384.31,TMA250402,2027-03-01,0,CIPLA.,,,
pcs,XBIRA 250 MG,21450.0,6399.12,4GJ0360,2026-04-01,0,CIPLA.,,,
pcs,XBIRA 250 MG,20109.37,8398.84,BO250167A,2028-03-01,0,CIPLA.,,,
pcs,XBIRA 250 MG,20109.37,8398.84,BO250188A,2028-04-01,2,CIPLA.,,,
pcs,XBIRA 250 MG,20109.37,8398.84,BO250325A,2028-08-01,3,CIPLA.,,,
pcs,XBIRA 250 MG,21450.0,8958.77,PO240358A,2027-05-01,0,CIPLA.,,,
pcs,XBIRA 250 MG,21450.0,8958.77,PO250041A,2027-12-01,0,CIPLA.,,,
pcs,XBIRA 500MG,22000.0,8400.0,PO230371A,2025-09-01,0,CIPLA.,,,
pcs,XBIRA 500MG,20625.0,8820.0,PO250358A,2027-06-01,0,CIPLA.,,,
pcs,XBIRA 500MG,20625.0,8820.0,POV25123A,2027-11-01,1,CIPLA.,,,
pcs,XBIRA 500MG,22000.0,9408.0,PO240208A,2026-03-01,0,CIPLA.,,,
pcs,XBIRA 500MG,22000.0,9408.0,PO250100A,2027-01-01,0,CIPLA.,,,
pcs,XBIRA 500MG,22000.0,9408.0,PO250173A,2027-02-01,0,CIPLA.,,,
,XELUCIP 120 MG,8343.75,5417.42,PO250514F,2027-11-01,5,CIPLA.,,,
,XELUCIP 120 MG,8900.0,5417.42,PO250486A,2027-10-01,3,CIPLA.,,,
,XELUCIP 120 MG,8900.0,5778.58,POV24028BR,2026-03-01,0,CIPLA.,,,
pcs,XYLUTIDE 40 MG CAP,1113.2,428.0,4GJ0510,2026-08-01,0,CIPLA.,,,
pcs,XYLUTIDE 40 MG CAP,1113.2,428.0,GJ30300,2025-04-01,0,CIPLA.,,,
pcs,XYLUTIDE 40 MG CAP,1043.62,449.4,4GJ0676,2026-11-01,8,CIPLA.,,,
pcs,XYLUTIDE 40 MG CAP,1043.62,449.4,4GJ0698,2026-11-01,0,CIPLA.,,,
pcs,XYLUTIDE 40 MG CAP,1043.62,449.4,5GJ0015,2026-11-01,224,CIPLA.,,,
pcs,XYLUTIDE 40 MG CAP,1113.2,449.4,4GJ0676,2026-11-01,1,CIPLA.,,,
pcs,XYLUTIDE 40 MG CAP,1113.2,479.36,4GJ0658,2026-10-01,0,CIPLA.,,,
pcs,XYLUTIDE 40 MG CAP,1113.2,479.36,4GJ0675,2026-11-01,0,CIPLA.,,,
pcs,XYLUTIDE 40 MG CAP,1113.2,479.36,4GJ0676,2026-11-01,0,CIPLA.,,,
pcs,XYLUTIDE 40 MG CAP,1113.2,479.36,4GJ0698,2026-11-01,0,CIPLA.,,,
pcs,DARBECON 40 MG INJ,2499.0,2499.0,DB2408D,2027-05-01,0,CONCORD BIOTECH,,,
pcs,DARBECON 60MG,4686.56,1119.99,DD2404A,2027-08-01,0,CONCORD BIOTECH,,,
pcs,DARBECON 60MG,4999.0,1219.99,DD2404A,2027-08-01,0,CONCORD BIOTECH,,,
pcs,DARBECON 60MG,4999.0,1219.99,DD2405B,2027-10-01,0,CONCORD BIOTECH,,,
pcs,KANILEV 5ML INJ,145.0,33.0,AUD02ABA,2027-08-01,0,CONCORD BIOTECH,,,
pcs,TACROCORD 1 MG,426.5,85.0,TRIN25001A,2027-06-01,0,CONCORD BIOTECH,,,
TABLET,TACROCORD 2MG TAB,885.47,152.25,TOIN25003A,2027-10-01,0,CONCORD BIOTECH,,,
pcs,PROALB 10G /50ML,4400.0,1890.0,25ALB2002,2027-02-01,0,CYTOBIOLOGICS PVT.LTD,,,
pcs,PROALB 10G /50ML,4400.0,1890.0,25ALB2003,2027-02-01,0,CYTOBIOLOGICS PVT.LTD,,,
pcs,PROALB 10G /50ML,4400.0,1942.5,25AL202002,2027-04-01,0,CYTOBIOLOGICS PVT.LTD,,,
pcs,PROALB 10G /50ML,4840.0,1942.5,25AL202003,2028-07-01,0,CYTOBIOLOGICS PVT.LTD,,,
pcs,PROALB 10G /50ML,4840.0,1942.5,25AL202004,2028-08-01,0,CYTOBIOLOGICS PVT.LTD,,,
pcs,PROALB 10G /50ML,4400.0,2047.5,25ALB2003,2027-02-01,0,CYTOBIOLOGICS PVT.LTD,,,
pcs,PROALB 20% -100 ML,8892.0,3675.0,25AL201004,2027-04-01,0,CYTOBIOLOGICS PVT.LTD,,,
pcs,PROALB 20% -100 ML,8892.0,3675.0,25AL201005,2028-05-01,0,CYTOBIOLOGICS PVT.LTD,,,
pcs,PROALB 20% -100 ML,8892.0,3675.0,FAL100625,2028-02-01,0,CYTOBIOLOGICS PVT.LTD,,,
g,PROGLOB 5GM 100ML,15603.0,6300.0,251G051016,2028-11-01,0,CYTOBIOLOGICS PVT.LTD,,,
g,PROGLOB 5GM 100ML,15603.0,6300.0,26IG051001,2028-12-01,0,CYTOBIOLOGICS PVT.LTD,,,
pcs,DANO-TT,13.08,8.61,2425B,2027-11-01,0,DANO VACCINES,,,
pcs,DANO-TT,13.08,8.61,2425C,2027-11-01,0,DANO VACCINES,,,
pcs,DANO-TT,13.08,13.08,2411A,2027-04-01,0,DANO VACCINES,,,
pcs,DANO-TT,13.08,8.61,2425B,2027-11-01,0,DANO VACCINES,,,
pcs,DANO-TT,13.08,8.61,2425C,2027-11-01,0,DANO VACCINES,,,
TABLET,CIDMUS 50MG TAB,460.31,350.05,B2502277,2027-06-01,0,DR - REDDY LABORATORIES LTD -,,,
TABLET,CIDMUS 50MG TAB,460.31,353.52,B2503568,2027-09-01,0,DR - REDDY LABORATORIES LTD -,,,
TABLET,CIDMUS 50MG TAB,491.0,369.23,B2501174,2027-02-01,0,DR - REDDY LABORATORIES LTD -,,,
TABLET,CIDMUS 50MG TAB,491.0,373.16,B2501174,2027-02-01,0,DR - REDDY LABORATORIES LTD -,,,
TABLET,CIDMUS 50MG TAB,491.0,373.16,B2501175,2027-02-01,0,DR - REDDY LABORATORIES LTD -,,,
TABLET,CIDMUS 50MG TAB,491.0,377.08,B2500123,2026-11-01,0,DR - REDDY LABORATORIES LTD -,,,
TABLET,CIDMUS 50MG TAB,491.0,377.08,B2500479,2027-01-01,0,DR - REDDY LABORATORIES LTD -,,,
TABLET,ATARAX 25MG TAB,103.25,79.3,E2500392,2027-02-01,1,DR REDDY LAB,,,
TABLET,ATOCOR 40MG TAB,329.63,253.16,E2500628,2028-03-01,0,DR REDDY LAB,,,
CAPSULES,SILDOO D 8MG CAP,452.58,351.2,MLPQAW10,2026-10-01,0,DR REDDY LAB,,,
pcs,CRESP 200MG,11627.0,3928.57,N230534A,2026-08-01,0,DR.REDDYS LABORATORIES,,,
pcs,CRESP 40MCG INJ,3321.25,750.0,N220592A,2025-09-01,0,DR.REDDYS LABORATORIES,,,
pcs,CRESP 40MCG INJ,3653.25,950.0,N250472A,2028-05-01,0,DR.REDDYS LABORATORIES,,,
pcs,GLIOZ 100 MG CAP,4218.75,710.0,V241248,2026-05-01,0,DR.REDDYS LABORATORIES,,,
pcs,GLIOZ 100 MG CAP,4292.16,710.0,V2500320,2027-01-01,0,DR.REDDYS LABORATORIES,,,
pcs,GLIOZ 100 MG CAP,4292.16,710.0,V2501304,2027-05-01,0,DR.REDDYS LABORATORIES,,,
pcs,GLIOZ 100 MG CAP,4292.17,710.0,V2501302,2027-05-01,0,DR.REDDYS LABORATORIES,,,
pcs,GLIOZ 100 MG CAP,4578.31,710.0,V2501304,2027-05-01,0,DR.REDDYS LABORATORIES,,,
pcs,GRAFEEL 300MCG INJ,1158.0,214.0,IMB230816,2025-08-01,0,DR.REDDYS LABORATORIES,,,
pcs,PAMORELIN 3.75 INJ VAIL,7036.87,5149.99,24018938,2027-10-01,0,DR.REDDYS LABORATORIES,,,
pcs,PAMORELIN 3.75 INJ VAIL,7036.87,5149.99,24018938,2027-10-01,0,DR.REDDYS LABORATORIES,,,
pcs,PAMORELIN LA 11.25 INJ,17876.5,12100.0,24-018873,2027-09-01,0,DR.REDDYS LABORATORIES,,,
mg,REPATHA SURECLICK 140 MG,21807.5,14500.0,1189207,2027-10-01,0,DR.REDDYS LABORATORIES,,,
mg,REPATHA SURECLICK 140 MG,21807.5,15800.0,1177546,2027-03-01,0,DR.REDDYS LABORATORIES,,,
pcs,RIBAXA 150MG,2187.47,1289.05,V2501444,2027-06-01,0,DR.REDDYS LABORATORIES,,,
pcs,RIBAXA 150MG,2187.47,1333.32,V2501647,2027-07-01,0,DR.REDDYS LABORATORIES,,,
pcs,RIBAXA 150MG,2333.3,1366.0,V2401780,2026-06-01,0,DR.REDDYS LABORATORIES,,,
pcs,RIBAXA 150MG,2333.3,1366.0,V2401781,2026-07-01,0,DR.REDDYS LABORATORIES,,,
pcs,RIBAXA 150MG,2333.3,1366.0,V2402191,2026-09-01,0,DR.REDDYS LABORATORIES,,,
pcs,RIBAXA 150MG,2333.3,1366.0,V2500802,2027-03-01,0,DR.REDDYS LABORATORIES,,,
pcs,RIBAXA 150MG,2333.3,1374.99,V2501254,2027-04-01,0,DR.REDDYS LABORATORIES,,,
pcs,XGEVA 120MG/1.7ML,28787.0,20535.71,1162595,2026-02-01,0,DR.REDDYS LABORATORIES,,,
EYE DROPS,TISOL EYE/EAR DROPS 5ML,64.0,49.15,KTE4003,2026-05-01,0,EAST INDIA PHARMA WORKS LTD,,,
1 VIAL,MOUNJARO 5MG,4375.0,3500.0,2148752,2026-10-01,0,EILLY,,,
1 VIAL,MOUNJARO 5MG,4375.0,3675.0,2148752,2026-10-01,0,EILLY,,,
1 VIAL,MOUNJARO 5MG,16406.0,13199.97,D894814,2027-04-01,0,EILLY,,,
1 VIAL,MOUNJARO 5MG,16406.25,13366.79,D928027,2027-06-01,1,EILLY,,,
pcs,LENVIMA 4MG,11034.37,8400.0,150275,2028-09-01,0,EISA,,,
pcs,LENVIMA 4MG,11770.0,8624.99,145146,2027-10-01,0,EISA,,,
pcs,FYCOMPA 4MG,845.0,620.56,145681,2028-09-01,0,EISAI PHARMA,,,
pcs,FYCOMPA 4MG,869.09,638.24,150116,2029-09-01,0,EISAI PHARMA,,,
pcs,FYCOMPA 4MG,927.0,687.46,150116,2029-09-01,0,EISAI PHARMA,,,
mg,LENVIMA 10 MG,27586.88,21749.99,144135,2027-01-01,0,EISAI PHARMA,,,
1 VIAL,MOUNJARO 2.5MG,3500.0,2780.0,2148750,2026-11-01,0,ELI LILLY,,,
1 VIAL,MOUNJARO 2.5MG,3500.0,2780.0,2148757,2026-11-01,0,ELI LILLY,,,
1 VIAL,MOUNJARO 2.5MG,3500.0,2800.0,2148750,2026-11-01,0,ELI LILLY,,,
1 VIAL,MOUNJARO 2.5MG,3500.0,2940.0,2148750,2026-11-01,0,ELI LILLY,,,
1 VIAL,MOUNJARO 2.5MG,13125.0,10549.98,D894801,2027-03-01,0,ELI LILLY,,,
1 VIAL,MOUNJARO 2.5MG,13125.0,10694.25,D939180,2027-06-01,1,ELI LILLY,,,
TABLET,OLUMIANT 4MG TAB,8200.0,6099.99,D751899,2027-02-01,0,ELI LILLY,,,
TABLET,OLUMIANT 4MG TAB,8200.0,6200.0,D812604,2027-06-01,0,ELI LILLY,,,
TABLET,OLUMIANT 4MG TAB,8610.0,6399.99,D856211,2027-11-01,0,ELI LILLY,,,
TABLET,OLUMIANT 4MG TAB,8610.0,6399.99,D890520,2028-02-01,0,ELI LILLY,,,
TABLET,OLUMIANT 4MG TAB,8610.0,6449.99,D856211,2027-11-01,0,ELI LILLY,,,
TABLET,RAMIVEN 100MG,11192.0,8300.0,D901050,2027-12-01,0,ELI LILLY,,,
pcs,CIDNAVIR 375MG INJ,57986.0,38640.0,ELF8BR4001,2026-02-01,0,EMCURE,,,
mg,CITAFINE 1 MG,5872.16,425.0,ELA1AE5007,2028-05-01,0,EMCURE,,,
mg,ELAXIM 40 MG INJ VIAL,57418.6,23500.01,A132504E07,2027-03-01,0,EMCURE,,,
pcs,ELIGARD 45MG,43911.0,29500.0,15241CIN,2026-07-01,0,EMCURE,,,
pcs,ENCICARB 500MG,3562.5,966.0,EM250599,2028-07-01,0,EMCURE,,,
pcs,ENCICARB 500MG,3800.0,1024.8,EM250284B,2028-03-01,0,EMCURE,,,
pcs,ENCICARB 500MG,3800.0,1030.4,ELF8AG5001,2028-05-01,0,EMCURE,,,
pcs,ENCICARB 500MG,3800.0,1032.64,ELF8AG5002,2028-06-01,0,EMCURE,,,
pcs,ENCICARB 500MG,3800.0,1550.0,ELF8AG4002,2027-02-01,0,EMCURE,,,
pcs,ENCICARB 500MG,3800.0,1550.0,ELT5AC3002,2026-04-01,0,EMCURE,,,
pcs,MOFILET -500 TAB,775.78,147.62,ELT6AF4014,2026-04-01,4,EMCURE,,,
pcs,MOFILET -500 TAB,775.78,162.0,ELT6AF4026,2026-07-01,0,EMCURE,,,
pcs,MOFILET -500 TAB,775.78,162.0,ELT6AF4028,2026-07-01,0,EMCURE,,,
pcs,MOFILET -500 TAB,775.78,163.0,ELT6AF4026,2026-07-01,0,EMCURE,,,
pcs,MOFILET -500 TAB,775.78,163.0,ELT6AF4027,2026-07-01,0,EMCURE,,,
pcs,MOFILET -500 TAB,775.78,163.0,ELT6AF4028,2026-07-01,0,EMCURE,,,
pcs,MOFILET -500 TAB,775.78,170.1,ELT6AF4027,2026-07-01,0,EMCURE,,,
pcs,MOFILET -500 TAB,789.28,179.99,ELT6AF5002,2027-03-01,0,EMCURE,,,
pcs,MOFILET -500 TAB,775.78,181.65,ELT6AF4034,2026-11-01,0,EMCURE,,,
pcs,MOFILET -500 TAB,789.28,181.65,ELT6AF5002,2027-03-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1233.0,180.0,ELT6AH4021,2027-01-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1233.0,180.0,ELT6AH4027,2027-01-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1233.0,180.0,ELT6AH4028,2027-01-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1233.0,180.0,ELT6AH5002,2027-07-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1233.0,180.0,ELT6AH5003,2027-09-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1233.0,180.0,H243094B,2027-04-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1294.65,180.0,ELT6AH5005,2027-10-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1294.65,180.0,ELT6AH5006,2027-10-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1294.65,183.75,ELT6AH5002,2027-07-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1294.65,183.75,ELT6AH5005,2027-10-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1294.7,185.0,ELT6AH5008,2027-10-01,0,EMCURE,,,
pcs,MOFILET S 360 MG,1233.0,190.0,ELT6AH4027,2027-01-01,0,EMCURE,,,
pcs,SPEGRA TAB,4822.95,2071.0,E16KI23009,2026-03-01,0,EMCURE,,,
pcs,SPEGRA TAB,4822.95,2071.0,E16KI23014,2026-11-01,0,EMCURE,,,
pcs,TAVIN TAB,1233.04,446.43,E16HW23001,2026-07-01,0,EMCURE,,,
mg,VIROPIL TAB,3863.53,1455.53,E16JQ24005,2027-02-01,0,EMCURE,,,
VIAL,OXA-100MG INJ,5319.65,435.75,ELD7AN5009,2027-05-01,0,EMCURE PHARMA,,,
TABLET,PAUSE MF TAB,507.95,394.17,E16GR24023,2028-05-01,0,EMCURE PHARMA,,,
pcs,BENFOGEST D TAB,328.0,249.28,LC25B193A,2026-07-01,0,EVERVITAL LIFESCIENCES PVT.LTD,,,
pcs,BENFOGEST D TAB,328.0,249.28,LC25B221A,2026-07-01,0,EVERVITAL LIFESCIENCES PVT.LTD,,,
TABLET,EVERSTERIL DS TAB,730.0,554.8,STG-250752,2027-03-01,0,EVERVITAL LIFESCIENCES PVT.LTD,,,
TABLET,EVERSTERIL DS TAB,730.0,554.8,STG-251333,2027-05-01,0,EVERVITAL LIFESCIENCES PVT.LTD,,,
TABLET,EVERSTERIL DS TAB,730.0,554.8,STG-251777,2027-07-01,0,EVERVITAL LIFESCIENCES PVT.LTD,,,
pcs,SB NET DS TAB,80.0,60.8,SIBP24473,2026-09-01,0,EVERVITAL LIFESCIENCES PVT.LTD,,,
pcs,SB NET DS TAB,80.0,60.8,SIBP25216,2027-03-01,0,EVERVITAL LIFESCIENCES PVT.LTD,,,
,FIBOGEST 400 SOFTGEL,6084.0,1732.5,S5G050C,2027-06-01,0,FAIRLINK,,,
,FIBOGEST 400 SOFTGEL,6490.0,1848.0,S5F066,2027-05-01,0,FAIRLINK,,,
pcs,OCUVIR 3% EYE OINT 5GM,61.27,47.54,OB118,2027-02-01,0,FDC LIMITED,,,
pcs,ELECTRAL ORANGE 4.4GM,4.57,3.54,475A010,2026-12-01,0,FDC LTD,,,
pcs,ELECTRAL POWDER(21.8 GM),22.66,16.41,064J033,2026-09-01,0,FDC LTD,,,
pcs,ELECTRAL RTD-APPLE,31.5,24.0,353L020,2026-03-01,0,FDC LTD,,,
pcs,IOTIM 0.5% EYE DROPS 5ML,75.04,57.63,344K008,2026-10-01,0,FDC LTD,,,
pcs,IOTIM 0.5% EYE DROPS 5ML,75.04,57.63,345B001,2027-01-01,0,FDC LTD,,,
pcs,DECAPEPTYL 0.1 MG,398.5,286.72,X17594A,2027-11-01,2,FERRING,,,
pcs,DECAPEPTYL 0.1 MG,398.5,296.8,X17594A,2027-11-01,0,FERRING,,,
pcs,DECAPEPTYL 0.1 MG,398.5,300.0,X17394A,2027-10-01,0,FERRING,,,
pcs,DECAPEPTYL 0.1 MG,398.5,300.0,X17594A,2027-11-01,0,FERRING,,,
pcs,DECAPEPTYL 0.1 MG,398.5,305.0,X17394A,2027-10-01,0,FERRING,,,
mg,GESTONE 100 MG INJ,135.93,70.0,F642509H,2028-03-01,0,FERRING,,,
mg,GESTONE 100 MG INJ,135.93,70.0,F642513H,2028-03-01,0,FERRING,,,
mg,PENTASA 500MG,290.25,241.5,Y12540E,2028-02-01,0,FERRING,,,
mg,HYALGAN 20MG/2ML PFS,1802.62,1365.0,H48490,2027-07-01,0,FIDIA PHARMA,,,
TABLET,NEFROSAVE TAB,255.0,122.37,N1140,2027-08-01,1,FOURRTS LABORATORIES PVT LTD,,,
TABLET,NEFROSAVE TAB,255.0,163.2,N0015,2027-03-01,1,FOURRTS LABORATORIES PVT LTD,,,
TABLET,NEFROSAVE TAB,255.0,166.52,N0013,2027-03-01,0,FOURRTS LABORATORIES PVT LTD,,,
TABLET,NEFROSAVE TAB,255.0,193.8,M2192,2027-01-01,0,FOURRTS LABORATORIES PVT LTD,,,
TABLET,NEFROSAVE TAB,255.0,195.84,N0015,2027-03-01,0,FOURRTS LABORATORIES PVT LTD,,,
TABLET,NEFROSAVE TAB,255.0,199.92,N0394,2027-05-01,0,FOURRTS LABORATORIES PVT LTD,,,
pcs,ADRIM INJ 50 MG,847.88,477.75,87250297AA,2027-07-01,0,FRESENIUS KABI,,,
pcs,ADRIM INJ 50 MG,889.0,515.0,87240517AA,2026-11-01,0,FRESENIUS KABI,,,
pcs,ADRIM INJ 50 MG,904.4,515.0,87250131AA,2027-03-01,0,FRESENIUS KABI,,,
pcs,ADRIM INJ 50 MG,889.0,515.2,87240517AA,2026-11-01,0,FRESENIUS KABI,,,
pcs,CLADRIM 10MG,12362.81,7770.0,87250172AA,2027-04-01,0,FRESENIUS KABI,,,
mg,CLADRIM-10MG,12362.81,7665.0,87250172AA,2027-04-01,0,FRESENIUS KABI,,,
mg,CLADRIM-10MG,12362.81,7770.0,87250172AA,2027-04-01,0,FRESENIUS KABI,,,
mg,DAXOTEL 80 MG,11573.71,973.21,87240161BB,2026-04-01,4,FRESENIUS KABI,,,
pcs,IRINOTEL 100 MG,1114.4,519.75,87250148AA,2027-03-01,0,FRESENIUS KABI,,,
pcs,IRINOTEL 100 MG,1114.4,523.69,87250213AA,2027-04-01,0,FRESENIUS KABI,,,
pcs,IRINOTEL 100 MG,1168.36,532.0,87240463AA,2026-10-01,0,FRESENIUS KABI,,,
pcs,IRINOTEL 100 MG,1168.36,532.0,87240505BA,2026-11-01,0,FRESENIUS KABI,,,
pcs,IRINOTEL 100 MG,1168.36,548.8,87240463AA,2026-10-01,0,FRESENIUS KABI,,,
pcs,IRINOTEL 100 MG,1168.36,548.8,87250059AB,2027-01-01,0,FRESENIUS KABI,,,
pcs,IRINOTEL 100 MG,1188.69,548.8,87250148AA,2027-03-01,0,FRESENIUS KABI,,,
pcs,IRINOTEL 100 MG,1168.36,560.0,87250059AB,2027-01-01,0,FRESENIUS KABI,,,
pcs,IRINOTEL 100 MG,1114.4,598.5,87250305AD,2027-07-01,0,FRESENIUS KABI,,,
pcs,IRINOTEL 100 MG,1061.38,600.0,87250213AA,2027-04-01,0,FRESENIUS KABI,,,
pcs,KABISULFAN INJ 60MG,5000.0,1550.0,87250242AF,2027-05-01,0,FRESENIUS KABI,,,
